SALES,Sales Invoice Line,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document No.,Line No.,Sell-to Customer No.,Type,No.,Location Code,Posting Group,Shipment Date,Description,Description 2,Unit of Measure,Quantity,Unit Price,Unit Cost ($),Tax %,Line Discount %,Line Discount Amount,Amount,Amount Including Tax,Allow Invoice Disc.,Gross Weight,Net Weight,Units per Parcel,Unit Volume,Appl.-to Item Entry,Shortcut Dimension 1 Code,Shortcut Dimension 2 Code,Customer Price Group,Job No.,Work Type Code,Shipment No.,Shipment Line No.,Order No.,Order Line No.,Bill-to Customer No.,Inv. Discount Amount,Drop Shipment,Gen. Bus. Posting Group,Gen. Prod. Posting Group,VAT Calculation Type,Transaction Type,Transport Method,Attached to Line No.,Exit Point,Area,Transaction Specification,Tax Category,Tax Area Code,Tax Liable,Tax Group Code,Tax Clause Code,VAT Bus. Posting Group,VAT Prod. Posting Group,Blanket Order No.,Blanket Order Line No.,Tax Base Amount,Unit Cost,System-Created Entry,Line Amount,Tax Difference,Tax Identifier,IC Partner Ref. Type,IC Partner Reference,Prepayment Line,IC Partner Code,Posting Date,IC Item Reference No.,Pmt. Discount Amount,Line Discount Calculation,Dimension Set ID,Job Task No.,Job Contract Entry No.,Deferral Code,Allocation Account No.,Variant Code,Bin Code,Qty. per Unit of Measure,Unit of Measure Code,Quantity (Base),FA Posting Date,Depreciation Book Code,Depr. until FA Posting Date,Duplicate in Depreciation Book,Use Duplication List,Responsibility Center,Item Category Code,Catalog,Purchasing Code,Item Reference No.,Unit of Measure (Item Ref.),Item Reference Type,Item Reference Type No.,Appl.-from Item Entry,Return Reason Code,Price Calculation Method,Allow Line Disc.,Customer Disc. Group,Price description,Package Tracking No.,Retention Attached to Line No.,Retention tax %,Custom Transit Number,Shopify Order Line Id,Shopify Order No.
PS-INV103024,20000,30000,Item,1928-S,,RESALE,2023-10-30,Red Swivel Lamp,,Piece,8,54.9,42.8,7,0,0,439.2,469.94,true,4.03,3.5,0,0.03,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,439.2,42.8,false,439.2,0,,,,false,,2022-02-25,,0,None,11,,0,,,,,1,PCS,8,,,false,,false,,MISC,false,,SWIVELLAMP,PCS,Customer,30000,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103024,30000,30000,Item,1936-S,,RESALE,2023-10-30,"BERLIN Guest Chair, yellow",,Piece,9,192.8,150.3,7,0,0,1735.2,1856.66,true,9.55,8.3,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,1735.2,150.3,false,1735.2,0,,,,false,,2022-02-25,,0,None,11,,0,,,,,1,PCS,9,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103024,40000,30000,Item,1996-S,,RESALE,2023-10-30,"ATLANTA Whiteboard, base",,Piece,2,1397.3,1089.9,7,0,0,2794.6,2990.23,true,80.27,69.8,0,0.31,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,2794.6,1089.9,false,2794.6,0,,,,false,,2022-02-25,,0,None,11,,0,,,,,1,PCS,2,,,false,,false,,MISC,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103025,10000,30000,Item,1960-S,,RESALE,2023-10-30,"ROME Guest Chair, green",,Piece,1,192.8,150.3,7,0,0,192.8,206.3,true,9.55,8.3,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,192.8,150.3,false,192.8,0,,,,false,,2022-02-28,,0,None,11,,0,,,,,1,PCS,1,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103025,20000,30000,Item,1972-S,,RESALE,2023-10-30,"MUNICH Swivel Chair, yellow",,Piece,5,190.1,148.1,7,0,0,950.5,1017.03,true,15.99,13.9,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,950.5,148.1,false,950.5,0,,,,false,,2022-02-28,,0,None,11,,0,,,,,1,PCS,5,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103025,30000,30000,Item,2000-S,,RESALE,2023-10-30,"SYDNEY Swivel Chair, green",,Piece,5,190.1,148.1,7,0,0,950.5,1017.04,true,15.99,13.9,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,950.5,148.1,false,950.5,0,,,,false,,2022-02-28,,0,None,11,,0,,,,,1,PCS,5,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103026,10000,50000,Item,1920-S,,RESALE,2023-10-30,ANTWERP Conference Table,,Piece,2,647.8,505.4,6,0,0,1295.6,1373.32,true,28.06,24.4,0,0.9,0,SALES,MEDIUM,,,,,0,,0,50000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,1295.6,505.4,false,1295.6,0,,,,false,,2022-02-28,,0,None,15,,0,,,,,1,PCS,2,,,false,,false,,TABLE,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103026,20000,50000,Item,1988-S,,RESALE,2023-10-30,"SEOUL Guest Chair, red",,Piece,4,192.8,150.3,6,0,0,771.2,817.49,true,9.55,8.3,0,0.25,0,SALES,MEDIUM,,,,,0,,0,50000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,771.2,150.3,false,771.2,0,,,,false,,2022-02-28,,0,None,15,,0,,,,,1,PCS,4,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103027,10000,20000,Item,1928-S,,RESALE,2023-10-30,AMSTERDAM Lamp,,Piece,3,54.9,42.8,5,0,0,164.7,172.94,true,4.03,3.5,0,0.03,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,164.7,42.8,false,164.7,0,,,,false,,2022-03-18,,0,None,4,,0,,,,,1,PCS,3,,,false,,false,,MISC,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103028,10000,10000,Item,1960-S,,RESALE,2023-10-30,"ROME Guest Chair, green",,Piece,5,192.8,150.3,6,0,0,964,1021.84,true,9.55,8.3,0,0.25,0,SALES,SMALL,,,,,0,,0,10000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,964,150.3,false,964,0,,,,false,,2022-03-19,,0,None,7,,0,,,,,1,PCS,5,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103029,10000,30000,Item,1988-S,,RESALE,2023-10-30,"SEOUL Guest Chair, red",,Piece,2,192.8,150.3,7,0,0,385.6,412.59,true,9.55,8.3,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,385.6,150.3,false,385.6,0,,,,false,,2022-03-20,,0,None,11,,0,,,,,1,PCS,2,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103030,10000,50000,Item,1968-S,,RESALE,2023-10-30,"MEXICO Swivel Chair, black",,Piece,2,190.1,148.1,6,0,0,380.2,403.01,true,15.99,13.9,0,0.25,0,SALES,MEDIUM,,,,,0,,0,50000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,380.2,148.1,false,380.2,0,,,,false,,2022-03-21,,0,None,15,,0,,,,,1,PCS,2,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103031,10000,40000,Item,1960-S,,RESALE,2023-10-30,"ROME Guest Chair, green",,Piece,2,192.8,150.3,7,0,0,385.6,412.59,true,9.55,8.3,0,0.25,0,SALES,SMALL,,,,,0,,0,40000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"N.ATL., GA",true,FURNITURE,,,,,,385.6,150.3,false,385.6,0,,,,false,,2022-03-22,,0,None,7,,0,,,,,1,PCS,2,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103032,10000,20000,Item,1900-S,,RESALE,2023-10-30,"PARIS Guest Chair, black",,Piece,5,192.8,150.3,5,0,0,964,1012.2,true,9.55,8.3,0,0.25,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,964,150.3,false,964,0,,,,false,,2022-03-23,,0,None,4,,0,,,,,1,PCS,5,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103032,20000,20000,Item,1964-S,,RESALE,2023-10-30,"TOKYO Guest Chair, blue",,Piece,6,192.8,150.3,5,0,0,1156.8,1214.64,true,9.55,8.3,0,0.25,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,1156.8,150.3,false,1156.8,0,,,,false,,2022-03-23,,0,None,4,,0,,,,,1,PCS,6,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103032,30000,20000,Item,1980-S,,RESALE,2023-10-30,"MOSCOW Swivel Chair, red",,Piece,5,190.1,148.1,5,0,0,950.5,998.03,true,15.99,13.9,0,0.25,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,950.5,148.1,false,950.5,0,,,,false,,2022-03-23,,0,None,4,,0,,,,,1,PCS,5,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103033,10000,10000,Item,1896-S,,RESALE,2023-10-30,ATHENS Desk,,Piece,8,1000.8,780.7,6,0,0,8006.4,8486.77,true,39.79,34.6,0,1.2,0,SALES,SMALL,,,,,0,,0,10000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,8006.4,780.7,false,8006.4,0,,,,false,,2022-03-23,,0,None,7,,0,,,,,1,PCS,8,,,false,,false,,DESK,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103033,20000,10000,Item,1972-S,,RESALE,2023-10-30,"MUNICH Swivel Chair, yellow",,Piece,3,190.1,148.1,6,0,0,570.3,604.52,true,15.99,13.9,0,0.25,0,SALES,SMALL,,,,,0,,0,10000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,570.3,148.1,false,570.3,0,,,,false,,2022-03-23,,0,None,7,,0,,,,,1,PCS,3,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103033,30000,10000,Item,1996-S,,RESALE,2023-10-30,"ATLANTA Whiteboard, base",,Piece,6,1397.3,1089.9,6,0,0,8383.8,8886.84,true,80.27,69.8,0,0.31,0,SALES,SMALL,,,,,0,,0,10000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,8383.8,1089.9,false,8383.8,0,,,,false,,2022-03-23,,0,None,7,,0,,,,,1,PCS,6,,,false,,false,,MISC,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103034,10000,50000,Item,1906-S,,RESALE,2023-10-30,ATHENS Mobile Pedestal,,Piece,9,433.6,338.2,6,0,0,3902.4,4136.54,true,19.67,17.1,0,0.26,0,SALES,MEDIUM,,,,,0,,0,50000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,3902.4,338.2,false,3902.4,0,,,,false,,2022-03-25,,0,None,15,,0,,,,,1,PCS,9,,,false,,false,,TABLE,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103035,10000,30000,Item,1928-S,,RESALE,2023-10-30,Red Swivel Lamp,,Piece,10,54.9,42.8,7,0,0,549,587.43,true,4.03,3.5,0,0.03,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,549,42.8,false,549,0,,,,false,,2022-03-26,,0,None,11,,0,,,,,1,PCS,10,,,false,,false,,MISC,false,,SWIVELLAMP,PCS,Customer,30000,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103036,10000,40000,Item,1908-S,,RESALE,2023-10-30,"LONDON Swivel Chair, blue",,Piece,6,190.1,148.1,7,0,0,1140.6,1220.44,true,15.99,13.9,0,0.25,0,SALES,SMALL,,,,,0,,0,40000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"N.ATL., GA",true,FURNITURE,,,,,,1140.6,148.1,false,1140.6,0,,,,false,,2022-03-26,,0,None,7,,0,,,,,1,PCS,6,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103036,20000,40000,Item,1920-S,,RESALE,2023-10-30,ANTWERP Conference Table,,Piece,4,647.8,505.4,7,0,0,2591.2,2772.59,true,28.06,24.4,0,0.9,0,SALES,SMALL,,,,,0,,0,40000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"N.ATL., GA",true,FURNITURE,,,,,,2591.2,505.4,false,2591.2,0,,,,false,,2022-03-26,,0,None,7,,0,,,,,1,PCS,4,,,false,,false,,TABLE,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103036,30000,40000,Item,1968-S,,RESALE,2023-10-30,"MEXICO Swivel Chair, black",,Piece,6,190.1,148.1,7,0,0,1140.6,1220.45,true,15.99,13.9,0,0.25,0,SALES,SMALL,,,,,0,,0,40000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"N.ATL., GA",true,FURNITURE,,,,,,1140.6,148.1,false,1140.6,0,,,,false,,2022-03-26,,0,None,7,,0,,,,,1,PCS,6,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103036,40000,40000,Item,1980-S,,RESALE,2023-10-30,"MOSCOW Swivel Chair, red",,Piece,1,190.1,148.1,7,0,0,190.1,203.4,true,15.99,13.9,0,0.25,0,SALES,SMALL,,,,,0,,0,40000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"N.ATL., GA",true,FURNITURE,,,,,,190.1,148.1,false,190.1,0,,,,false,,2022-03-26,,0,None,7,,0,,,,,1,PCS,1,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103037,10000,20000,Item,1900-S,,RESALE,2023-10-30,"PARIS Guest Chair, black",,Piece,6,192.8,150.3,5,0,0,1156.8,1214.64,true,9.55,8.3,0,0.25,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,1156.8,150.3,false,1156.8,0,,,,false,,2022-03-28,,0,None,4,,0,,,,,1,PCS,6,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103038,10000,30000,Item,1896-S,,RESALE,2023-10-30,ATHENS Desk,,Piece,7,1000.8,780.7,7,0,0,7005.6,7495.99,true,39.79,34.6,0,1.2,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,7005.6,780.7,false,7005.6,0,,,,false,,2022-03-29,,0,None,11,,0,,,,,1,PCS,7,,,false,,false,,DESK,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103038,20000,30000,Item,1936-S,,RESALE,2023-10-30,"BERLIN Guest Chair, yellow",,Piece,10,192.8,150.3,7,0,0,1928,2062.96,true,9.55,8.3,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,1928,150.3,false,1928,0,,,,false,,2022-03-29,,0,None,11,,0,,,,,1,PCS,10,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103038,30000,30000,Item,1972-S,,RESALE,2023-10-30,"MUNICH Swivel Chair, yellow",,Piece,6,190.1,148.1,7,0,0,1140.6,1220.45,true,15.99,13.9,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,1140.6,148.1,false,1140.6,0,,,,false,,2022-03-29,,0,None,11,,0,,,,,1,PCS,6,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103038,40000,30000,Item,1996-S,,RESALE,2023-10-30,"ATLANTA Whiteboard, base",,Piece,4,1397.3,1089.9,7,0,0,5589.2,5980.44,true,80.27,69.8,0,0.31,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,5589.2,1089.9,false,5589.2,0,,,,false,,2022-03-29,,0,None,11,,0,,,,,1,PCS,4,,,false,,false,,MISC,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103039,10000,50000,Item,1920-S,,RESALE,2023-10-30,ANTWERP Conference Table,,Piece,3,647.8,505.4,6,0,0,1943.4,2060,true,28.06,24.4,0,0.9,0,SALES,MEDIUM,,,,,0,,0,50000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,1943.4,505.4,false,1943.4,0,,,,false,,2022-03-31,,0,None,15,,0,,,,,1,PCS,3,,,false,,false,,TABLE,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103039,20000,50000,Item,1988-S,,RESALE,2023-10-30,"SEOUL Guest Chair, red",,Piece,4,192.8,150.3,6,0,0,771.2,817.48,true,9.55,8.3,0,0.25,0,SALES,MEDIUM,,,,,0,,0,50000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,771.2,150.3,false,771.2,0,,,,false,,2022-03-31,,0,None,15,,0,,,,,1,PCS,4,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103040,10000,30000,Item,1960-S,,RESALE,2023-10-30,"ROME Guest Chair, green",,Piece,2,192.8,150.3,7,0,0,385.6,412.58,true,9.55,8.3,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,385.6,150.3,false,385.6,0,,,,false,,2022-04-01,,0,None,11,,0,,,,,1,PCS,2,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103040,20000,30000,Item,2000-S,,RESALE,2023-10-30,"SYDNEY Swivel Chair, green",,Piece,7,190.1,148.1,7,0,0,1330.7,1423.86,true,15.99,13.9,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,1330.7,148.1,false,1330.7,0,,,,false,,2022-04-01,,0,None,11,,0,,,,,1,PCS,7,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103041,10000,20000,Item,1928-S,,RESALE,2023-10-30,AMSTERDAM Lamp,,Piece,3,54.9,42.8,5,0,0,164.7,172.94,true,4.03,3.5,0,0.03,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,164.7,42.8,false,164.7,0,,,,false,,2022-04-17,,0,None,4,,0,,,,,1,PCS,3,,,false,,false,,MISC,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103042,10000,30000,Item,1988-S,,RESALE,2023-10-30,"SEOUL Guest Chair, red",,Piece,1,192.8,150.3,7,0,0,192.8,206.3,true,9.55,8.3,0,0.25,0,SALES,LARGE,,,,,0,,0,30000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"MIAMI, FL",true,FURNITURE,,,,,,192.8,150.3,false,192.8,0,,,,false,,2022-04-19,,0,None,11,,0,,,,,1,PCS,1,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103043,10000,50000,Item,1968-S,,RESALE,2023-10-30,"MEXICO Swivel Chair, black",,Piece,2,190.1,148.1,6,0,0,380.2,403.01,true,15.99,13.9,0,0.25,0,SALES,MEDIUM,,,,,0,,0,50000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,380.2,148.1,false,380.2,0,,,,false,,2022-04-20,,0,None,15,,0,,,,,1,PCS,2,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103044,10000,10000,Item,1896-S,,RESALE,2023-10-30,ATHENS Desk,,Piece,10,1000.8,780.7,6,0,0,10008,10608.48,true,39.79,34.6,0,1.2,0,SALES,SMALL,,,,,0,,0,10000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,10008,780.7,false,10008,0,,,,false,,2022-04-21,,0,None,7,,0,,,,,1,PCS,10,,,false,,false,,DESK,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103044,20000,10000,Item,1960-S,,RESALE,2023-10-30,"ROME Guest Chair, green",,Piece,5,192.8,150.3,6,0,0,964,1021.84,true,9.55,8.3,0,0.25,0,SALES,SMALL,,,,,0,,0,10000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,964,150.3,false,964,0,,,,false,,2022-04-21,,0,None,7,,0,,,,,1,PCS,5,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103044,30000,10000,Item,1972-S,,RESALE,2023-10-30,"MUNICH Swivel Chair, yellow",,Piece,3,190.1,148.1,6,0,0,570.3,604.53,true,15.99,13.9,0,0.25,0,SALES,SMALL,,,,,0,,0,10000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,570.3,148.1,false,570.3,0,,,,false,,2022-04-21,,0,None,7,,0,,,,,1,PCS,3,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103044,40000,10000,Item,1996-S,,RESALE,2023-10-30,"ATLANTA Whiteboard, base",,Piece,6,1397.3,1089.9,6,0,0,8383.8,8886.82,true,80.27,69.8,0,0.31,0,SALES,SMALL,,,,,0,,0,10000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,8383.8,1089.9,false,8383.8,0,,,,false,,2022-04-21,,0,None,7,,0,,,,,1,PCS,6,,,false,,false,,MISC,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103045,10000,20000,Item,1900-S,,RESALE,2023-10-30,"PARIS Guest Chair, black",,Piece,5,192.8,150.3,5,0,0,964,1012.2,true,9.55,8.3,0,0.25,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,964,150.3,false,964,0,,,,false,,2022-04-22,,0,None,4,,0,,,,,1,PCS,5,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103045,20000,20000,Item,1964-S,,RESALE,2023-10-30,"TOKYO Guest Chair, blue",,Piece,6,192.8,150.3,5,0,0,1156.8,1214.65,true,9.55,8.3,0,0.25,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,1156.8,150.3,false,1156.8,0,,,,false,,2022-04-22,,0,None,4,,0,,,,,1,PCS,6,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103045,30000,20000,Item,1980-S,,RESALE,2023-10-30,"MOSCOW Swivel Chair, red",,Piece,4,190.1,148.1,5,0,0,760.4,798.41,true,15.99,13.9,0,0.25,0,SALES,MEDIUM,,,,,0,,0,20000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"CHICAGO, IL",true,FURNITURE,,,,,,760.4,148.1,false,760.4,0,,,,false,,2022-04-22,,0,None,4,,0,,,,,1,PCS,4,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103046,10000,50000,Item,1906-S,,RESALE,2023-10-30,ATHENS Mobile Pedestal,,Piece,9,433.6,338.2,6,0,0,3902.4,4136.54,true,19.67,17.1,0,0.26,0,SALES,MEDIUM,,,,,0,,0,50000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"ATLANTA, GA",true,FURNITURE,,,,,,3902.4,338.2,false,3902.4,0,,,,false,,2022-04-24,,0,None,15,,0,,,,,1,PCS,9,,,false,,false,,TABLE,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103047,10000,40000,Item,1908-S,,RESALE,2023-10-30,"LONDON Swivel Chair, blue",,Piece,6,190.1,148.1,7,0,0,1140.6,1220.45,true,15.99,13.9,0,0.25,0,SALES,SMALL,,,,,0,,0,40000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"N.ATL., GA",true,FURNITURE,,,,,,1140.6,148.1,false,1140.6,0,,,,false,,2022-04-24,,0,None,7,,0,,,,,1,PCS,6,,,false,,false,,CHAIR,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
PS-INV103047,20000,40000,Item,1920-S,,RESALE,2023-10-30,ANTWERP Conference Table,,Piece,3,647.8,505.4,7,0,0,1943.4,2079.44,true,28.06,24.4,0,0.9,0,SALES,SMALL,,,,,0,,0,40000,0,false,DOMESTIC,RETAIL,Sales Tax,,,,,,,,"N.ATL., GA",true,FURNITURE,,,,,,1943.4,505.4,false,1943.4,0,,,,false,,2022-04-24,,0,None,7,,0,,,,,1,PCS,3,,,false,,false,,TABLE,false,,,,,,0,,Lowest Price,true,,,,0,0,,0,
